0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,0,1,2,3
0,0,0,0,0,0,0,0,0,0,1,2,3,4
0,0,0,0,0,0,0,0,0,1,2,3,4,5
0,0,0,0,0,0,0,0,1,2,3,4,5,6
0,0,0,0,0,0,0,1,2,3,4,5,6,6
0,0,0,0,0,0,1,2,3,4,5,6,6,7
0,0,0,0,0,1,2,3,4,5,6,6,7,7
0,0,0,0,1,2,3,4,5,6,6,7,7,8
0,0,0,1,2,3,4,5,6,6,7,7,8,9
0,0,1,2,3,4,5,6,6,7,7,8,9,10
0,1,2,3,4,5,6,6,7,7,8,9,10,11
1,2,3,4,5,6,6,7,7,8,9,10,11,12
2,3,4,5,6,6,7,7,8,9,10,11,12,13
3,4,5,6,6,7,7,8,9,10,11,12,13,14
4,5,6,6,7,7,8,9,10,11,12,13,14,14
5,6,6,7,7,8,9,10,11,12,13,14,14,15
6,6,7,7,8,9,10,11,12,13,14,14,15,16
6,7,7,8,9,10,11,12,13,14,14,15,16,16
7,7,8,9,10,11,12,13,14,14,15,16,16,17
7,8,9,10,11,12,13,14,14,15,16,16,17,18
8,9,10,11,12,13,14,14,15,16,16,17,18,18
9,10,11,12,13,14,14,15,16,16,17,18,18,19
10,11,12,13,14,14,15,16,16,17,18,18,19,19
11,12,13,13,14,15,16,16,17,18,18,19,19,20
12,13,13,14,15,16,16,17,18,18,19,19,20,20
13,13,14,14,16,16,17,18,18,19,19,20,20,20
13,14,14,15,16,17,18,18,19,19,20,20,20,21
14,14,15,16,17,18,18,19,19,20,20,20,20,21
14,15,16,17,18,18,19,19,20,20,20,20,21,21
15,16,17,18,18,19,19,20,20,20,20,21,21,22
16,17,18,18,19,19,20,20,20,20,20,21,21,22
17,18,18,19,19,20,20,20,20,20,21,21,22,22
18,18,19,19,20,20,20,20,21,21,21,21,22,23
18,19,19,20,20,20,20,20,21,21,21,22,22,23
19,19,20,20,20,20,21,21,21,21,21,22,23,23
19,20,20,20,20,20,21,21,21,21,22,22,23,24
20,20,20,20,21,21,21,21,22,22,22,23,23,24
20,20,20,20,21,21,21,21,22,22,22,23,24,24
20,20,21,21,21,21,22,22,22,22,23,23,24,25
20,20,21,21,21,21,22,22,22,23,23,24,24,25
21,21,21,21,22,22,22,22,23,23,23,24,25,25
21,21,21,21,22,22,22,22,23,23,24,24,25,25
21,21,22,22,22,22,23,23,23,24,24,25,25,25
21,21,22,22,22,22,23,23,23,24,24,25,25,25
21,22,22,22,23,23,23,23,24,24,25,25,25,25
22,22,22,22,23,23,23,23,24,25,25,25,25,25
22,22,23,23,23,23,24,24,24,25,25,25,25,25
22,22,23,23,23,23,24,24,25,25,25,25,25,25
22,23,23,23,24,24,24,24,25,25,25,25,25,25
23,23,23,23,24,24,24,25,25,25,25,25,25,25
23,23,24,24,24,24,25,25,25,25,25,25,25,25
23,23,24,24,24,25,25,25,25,25,25,25,25,25
23,24,24,24,25,25,25,25,25,25,25,25,25,25
24,24,24,25,25,25,25,25,25,25,25,25,25,25
24,24,25,25,25,25,25,25,25,25,25,25,25,25
24,25,25,25,25,25,25,25,25,25,25,25,25,25
25,25,25,25,25,25,25,25,25,25,25,25,25,25
